PUMFID,AGEGROUP,AGEGR_10,"When practicing recommended public health measures, which
source of information do you find the most helpful?","Which social media application do you use most often to discuss
topics about COVID-FacebookSina Weibo?
",BH_Filled prescriptions0A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,"How concerned are you about each of the following impacts of
COVID-Not at all9?
My own health
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Member of the household’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
Vulnerable people’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
Canadian population’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
World population’s health
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Overloading the health system","How concerned are you about each of the following impacts of
COVID-Not at all9?
Civil disorder","How concerned are you about each of the following impacts of
COVID-Not at all9?
Maintaining social ties","How concerned are you about each of the following impacts of
COVID-Not at all9?
Ability to cooperate and support one another during the crisis","How concerned are you about each of the following impacts of
COVID-Not at all9?
Ability to cooperate and support one another after the crisis
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Family stress from confinement","How concerned are you about each of the following impacts of
COVID-Not at all9?
Violence in the home","In the last week, how often did you do each of the following activities","In the last week, how often did you do each of the following activities?
Used a delivery service for groceries or for a drugstore
","In the last week, how often did you do each of the following activities?
Used a food delivery service for prepared food
","In the last week, how often did you do each of the following activities?
Ate at a restaurant","In the last week, how often did you do each of the following activities?
Attended a public event","In the last week, how often did you do each of the following activities?
Travelled for work",What is your gender?,"To what extent do you agree or disagree with the following
statement?
I might lose my main job or main self-employment income source in
the next four weeks.","Which of the following best describes the impact of COVID-Major impact9 on your
ability to meet financial obligations or essential needs, such as rent or
mortgage payments, utilities and groceries?
",PRURURB,PPROV,VERDATE
1732,3,2,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Extremely,Very,Very,Very,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Agree,Moderate impact,2,ON,DEC
1733,4,3,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Somewhat,Very,Very,Very,Not at all,Not at all,Somewhat,Not at all,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Agree,Moderate impact,2,ON,DEC
1734,2,2,"Family, friends or colleagues",Twitter,Filled prescriptions,2,2,2,2,1,2,1,1,1,2,2,2,Very,Not at all,Very,Extremely,Extremely,Very,Somewhat,Somewhat,Very,Extremely,Not at all,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Female,Not working at a job or business,Moderate impact,1,NS,DEC
1735,6,4,"Municipal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,1,2,1,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Never,Never,1 to 3 times,Never,Never,Never,Female,Strongly disagree,Moderate impact,2,ON,DEC
1736,4,3,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,2,1,1,2,Somewhat,Somewhat,Extremely,Not at all,Not at all,Extremely,Somewhat,Extremely,Extremely,Very,Very,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Female,Neither agree nor disagree,Too soon to tell,2,ON,DEC
1737,5,3,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,2,1,1,2,1,1,2,Somewhat,Somewhat,Very,Very,Very,Extremely,Somewhat,Somewhat,Very,Extremely,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Male,Neither agree nor disagree,Minor impact,2,AB,DEC
1738,4,3,"News outlets including local, national and international sources",Twitter,Stocked up on essentials at a grocery store or pharmacy,1,1,2,2,1,1,1,1,1,2,2,2,Extremely,Extremely,Extremely,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Female,Neither agree nor disagree,Moderate impact,2,ON,DEC
1739,8,5,"Provincial health agency Help text: e.g., website, public service announcements",Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,1,1,2,Somewhat,Very,Extremely,Somewhat,Somewhat,Very,Somewhat,Not at all,Very,Very,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Strongly agree,Too soon to tell,2,ON,DEC
1740,6,4,"News outlets including local, national and international sources",Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,1,2,2,Somewhat,Extremely,Very,Somewhat,Somewhat,Extremely,Somewhat,Somewhat,Very,Extremely,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never or 5 times,Male,Strongly disagree,Moderate impact,2,BC,DEC
1741,10,6,Federal daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,1,2,Very,Not at all,Extremely,Extremely,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Somewhat,Not at all,Never,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,No impact,2,ON,DEC
1742,7,4,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,1,2,2,Somewhat,Very,Extremely,Extremely,Extremely,Very,Not at all,Not at all,Extremely,Extremely,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly agree,Major impact,2,ON,DEC
1743,7,4,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,2,1,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Female,Neither agree nor disagree,Major impact,1,NS,DEC
1744,7,4,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,1,1,1,2,Somewhat,Not at all,Somewhat,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,Minor impact,2,ON,DEC
1745,7,4,"News outlets including local, national and international sources",Facebook,Filled prescriptions,2,2,2,1,1,1,1,1,1,1,1,2,Very,Extremely,Extremely,Very,Very,Very,Very,Very,Very,Very,Very,Not at all,Never,Never,1 to 3 times,Never,Never,Never,Female,Neither agree nor disagree,Too soon to tell,1,NS,DEC
1746,3,2,Provincial daily announcements by public health and political leaders,Instagram,Filled prescriptions,2,2,2,2,1,1,1,1,1,1,1,2,Not at all,Not at all,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Male,Strongly disagree,No impact,2,BC,DEC
1747,9,5,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,2,2,1,1,1,2,1,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,1 to 3 times,Never,Never,Never,Never,Never or 5 times,Female,Strongly agree,Major impact,2,ON,DEC
1748,8,5,"News outlets including local, national and international sourcesNews outlets including local, national and international sources",Instagram,Filled prescriptions,2,2,2,2,1,1,1,1,1,2,1,2,Somewhat,Somewhat,Very,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Strongly disagree,No impact,2,ON,DEC
1749,4,3,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,1,2,2,Very,Very,Extremely,Very,Somewhat,Extremely,Extremely,Very,Very,Very,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Daily or more,Female,Neither agree nor disagree,Major impact,2,ON,DEC
1750,5,3,"Municipal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,2,2,1,2,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Somewhat,Very,Very,Not at all,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Female,Disagree,Moderate impact,2,ON,DEC
1751,2,2,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,1,2,Very,Very,Extremely,Extremely,Extremely,Extremely,Very,Somewhat,Very,Extremely,Not at all,Not at all,Never,Never,Never,Never,Never,Never,Female,Strongly disagree,No impact,2,ON,DEC
1752,4,3,Health professionals,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,2,1,1,1,1,1,1,1,2,2,Extremely,Very,Very,Extremely,Extremely,Extremely,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Female,Strongly agree,Major impact,2,BC,DEC
1753,5,3,Federal daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,1,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Very,Extremely,Not at all,1 to 3 times,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Agree,Moderate impact,2,ON,DEC
1754,3,2,Provincial daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,2,2,2,1,1,1,2,2,2,2,Not at all,Somewhat,Somewhat,Not at all,Not at all,Not at all,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Never,Never,Never,Never,Never,Never,Male,Strongly agree,Too soon to tell,2,QC,DEC
1755,8,5,"News outlets including local, national and international sources",Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Extremely,Very,Very,Very,Somewhat,Very,Very,Very,Not at all,Not at all,Never or 5 times,Never,Never,Never,Never,1 to 3 times,Female,Disagree,No impact,1,ON,DEC
1756,5,3,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,1,1,1,1,1,1,1,2,1,2,Somewhat,Not at all,Very,Somewhat,Somewhat,Very,Somewhat,Very,Very,Very,Not at all,Somewhat,1 to 3 times,Never,Never,Never,Never,Never,Male,Agree,Moderate impact,2,QC,DEC
1757,9,5,"Provincial health agency Help text: e.g., website, public service announcements",Instagram,Stocked up on essentials at a grocery store or pharmacy,2,1,1,1,1,1,1,1,1,1,2,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Extremely,Extremely,Extremely,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Strongly agree,Major impact,2,ON,DEC
1758,3,2,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Filled prescriptions,1,2,2,1,2,1,1,1,1,2,2,2,Somewhat,Somewhat,Very,Very,Extremely,Extremely,Somewhat,Extremely,Very,Somewhat,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,Too soon to tell,2,ON,DEC
1759,10,6,Provincial daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,2,2,1,1,2,1,1,2,2,2,Somewhat,Somewhat,Very,Very,Somewhat,Very,Not at all,Somewhat,Somewhat,Not at all,Not at all,Not at all,Never,Never,Never,Never,Never,Never,Male,Not working at a job or business,No impact,2,BC,DEC
1760,7,4,"Federal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,2,2,1,1,Very,Not at all,Extremely,Extremely,Extremely,Extremely,Not at all,Somewhat,Somewhat,Not at all,Not at all,Not at all,Never,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Strongly disagree,No impact,2,ON,DEC
1761,4,3,Health professionals,Facebook,Stocked up on essentials at a grocery store or pharmacy,2,1,1,1,1,1,1,1,1,1,1,2,Not at all,Somewhat,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly agree,Moderate impact,1,AB,DEC
1762,6,4,"Provincial health agency Help text: e.g., website, public service announcements",Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,2,2,Not at all,Somewhat,Extremely,Very,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Strongly agree,Major impact,2,AB,DEC
1763,6,4,Provincial daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,2,1,1,1,1,1,2,1,2,2,Very,Very,Very,Very,Very,Very,Somewhat,Very,Very,Very,Very,Not at all,1 to 3 times,1 to 3 times,1 to 3 times,Never,Never,Daily or more,Female,Strongly disagree,Moderate impact,2,BC,DEC
1764,2,2,Federal daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,2,2,1,1,1,1,2,2,1,2,Somewhat,Not at all,Extremely,Very,Very,Extremely,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Male,Strongly disagree,Moderate impact,2,BC,DEC
1765,1,1,Health professionals,Instagram,Filled prescriptions,1,2,2,1,1,1,1,1,1,1,1,2,Somewhat,Very,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Very,Very,Very,Not at all,Never,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Neither agree nor disagree,Moderate impact,2,SK,DEC
1766,2,2,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,2,1,1,1,2,2,2,Extremely,Very,Extremely,Very,Very,Very,Somewhat,Somewhat,Somewhat,Very,Extremely,Not at all,Never,Never,Never,Never,Never,Never,Female,Not working at a job or business,Minor impact,2,ON,DEC
1767,9,5,"News outlets including local, national and international sources",Instagram,Filled prescriptions,2,2,2,2,2,1,2,1,1,1,2,2,Somewhat,Somewhat,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Not at all,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Not working at a job or business,No impact,2,NS,DEC
1768,4,3,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,1,1,1,1,1,1,1,1,2,1,1,Very,Extremely,Extremely,Very,Somewhat,Extremely,Extremely,Very,Extremely,Extremely,Very,Not at all,Never,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Strongly agree,Moderate impact,2,ON,DEC
1769,4,3,Health professionals,Twitter,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,1,1,2,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Extremely,Not at all,1 to 3 times,1 to 3 times,1 to 3 times,Never,Never,1 to 3 times,Male,Agree,Major impact,2,ON,DEC
1770,2,2,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,1,2,1,1,1,1,1,1,2,2,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Very,Very,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,Moderate impact,2,AB,DEC
1771,10,6,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,1,2,2,Very,Very,Very,Very,Very,Very,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Disagree,No impact,2,BC,DEC
1772,6,4,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,2,1,1,1,1,1,1,1,2,2,Somewhat,Extremely,Extremely,Somewhat,Somewhat,Very,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Never,Never,Never,Never,Never,Never,Female,Strongly agree,Major impact,2,BC,DEC
1773,6,4,Health professionals,Snapchat,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,2,1,1,2,2,2,2,2,Not at all,Somewhat,Very,Very,Very,Very,Somewhat,Somewhat,Very,Somewhat,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,1 to 3 times,Male,Strongly disagree,No impact,2,BC,DEC
1774,6,4,"Federal health agency Help text: e.g., website, public service announcements",Instagram,Filled prescriptions,2,1,2,2,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Extremely,Very,Very,Extremely,Extremely,Somewhat,Very,Somewhat,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Agree,Moderate impact,1,ON,DEC
1775,3,2,Provincial daily announcements by public health and political leaders,Instagram,Filled prescriptions,2,2,2,1,1,1,1,1,1,1,1,2,Somewhat,Very,Extremely,Extremely,Extremely,Extremely,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Never,Never,1 to 3 times,Never,Never,Never,Female,Strongly disagree,Minor impact,2,ON,DEC
1776,3,2,"Provincial health agency Help text: e.g., website, public service announcements",TikTok,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,1,2,Very,Not at all,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Agree,Too soon to tell,2,ON,DEC
1777,8,5,"News outlets including local, national and international sources",Snapchat,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,2,1,2,2,Somewhat,Somewhat,Very,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Never or 5 times,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,No impact,2,ON,DEC
1778,4,3,Provincial daily announcements by public health and political leaders,TikTok,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Extremely,Extremely,Somewhat,Somewhat,Extremely,Not at all,Not at all,Somewhat,Somewhat,Not at all,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Male,Disagree,No impact,2,BC,DEC
1779,5,3,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Very,Extremely,Somewhat,Extremely,Very,Not at all,Somewhat,Somewhat,Somewhat,Very,Extremely,Never,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Strongly agree,Major impact,2,BC,DEC
1780,8,5,Health professionals,Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,2,2,2,2,Very,Very,Extremely,Very,Very,Extremely,Very,Very,Very,Very,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Not working at a job or business,No impact,1,NS,DEC
1781,4,3,Provincial daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,1,1,1,1,1,1,1,1,1,2,Not at all,Somewhat,Extremely,Somewhat,Somewhat,Very,Very,Somewhat,Very,Very,Not at all,Not at all,Never,Never,1 to 3 times,Never,Never,Never,Female,Agree,Too soon to tell,2,ON,DEC
1782,3,2,Federal daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,1,1,2,2,Very,Extremely,Extremely,Extremely,Very,Extremely,Somewhat,Not at all,Somewhat,Somewhat,Extremely,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly agree,Major impact,2,BC,DEC
1783,10,6,Federal daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,1,2,2,1,Very,9,9,Somewhat,Very,Extremely,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Not at all,Never,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,Minor impact,2,ON,DEC
1784,5,3,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,1,2,1,2,Very,Somewhat,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,Moderate impact,1,AB,DEC
1785,5,3,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Extremely,Extremely,Very,Extremely,Extremely,Not at all,Very,Very,Not at all,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,Minor impact,2,AB,DEC
1786,5,3,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,1,1,1,1,1,1,1,2,1,1,2,Extremely,Extremely,Extremely,Extremely,Somewhat,Extremely,Not at all,Extremely,Extremely,Extremely,Somewhat,Not at all,1 to 3 times,1 to 3 times,1 to 3 times,Never,Never,Never,Male,Disagree,Minor impact,2,MB,DEC
