"Own
",Household,Vulnerable,CanadaPopHealth,WorldPopHealth,Overload,CivilDisorder,MaintainingSocials,CooperationDuring,"CooperationAfter
","
FamilyStress","
ViolenceHome",Gender,JobLos,Finance,Province,VERDATE
Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Male,Disagree,No impact,Ontario,OCT
Somewhat,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Not at all,Female,Disagree,No impact,Ontario,OCT
Extremely,Extremely,Extremely,Very,Very,Extremely,Very,Very,Very,Very,Very,Not at all,Female,Not working at a job or business,Moderate impact,Ontario,OCT
Not at all,Not at all,Very,Somewhat,Somewhat,Extremely,Somewhat,Not at all,Not at all,Very,Not at all,Not at all,Female,Neither agree nor disagree,Minor impact,British Columbia,OCT
Extremely,Extremely,Extremely,Very,Very,Very,Somewhat,Somewhat,Somewhat,Very,Somewhat,Not at all,Female,Strongly agree,Major impact,Ontario,OCT
Very,Very,Extremely,Extremely,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Male,Disagree,Minor impact,British Columbia,OCT
Somewhat,Somewhat,Very,Very,Extremely,Very,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Female,Strongly agree,Major impact,Ontario,OCT
Very,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Strongly agree,Moderate impact,Ontario,OCT
Somewhat,Very,Extremely,Very,Very,Extremely,Very,Somewhat,Somewhat,Somewhat,Very,Somewhat,Female,Strongly agree,Minor impact,British Columbia,OCT
Very,Very,Extremely,Very,Very,Extremely,Not at all,Very,Somewhat,Somewhat,Somewhat,Not at all,Female,Strongly disagree,No impact,Ontario,OCT
Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Very,Extremely,Extremely,Extremely,Extremely,Not at all,Female,Strongly agree,Major impact,Ontario,OCT
Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Very,Not at all,Not at all,Male,Neither agree nor disagree,Major impact,British Columbia,OCT
Very,Very,Extremely,Very,Very,Extremely,Very,Very,Somewhat,Somewhat,Somewhat,Not at all,Female,Neither agree nor disagree,No impact,Ontario,OCT
Somewhat,Somewhat,Very,Very,Very,Very,Somewhat,Very,Very,Very,Somewhat,Not at all,Female,Strongly disagree,No impact,Quebec,OCT
Somewhat,Somewhat,Very,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Disagree,Too soon to tell,British Columbia,OCT
Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Not at all,Somewhat,Extremely,Extremely,Not at all,Not at all,Male,Strongly disagree,Minor impact,Ontario,OCT
Very,Very,Very,Very,Very,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Male,Neither agree nor disagree,Too soon to tell,Quebec,OCT
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Female,Strongly agree,Moderate impact,British Columbia,OCT
Somewhat,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Very,Extremely,Not at all,Female,Not working at a job or business,Major impact,Ontario,OCT
Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Somewhat,Very,Somewhat,Very,Male,Disagree,Too soon to tell,Quebec,OCT
Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Male,Disagree,No impact,British Columbia,OCT
Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Very,Somewhat,Very,Extremely,Extremely,Not at all,Female,Strongly agree,Too soon to tell,Ontario,OCT
Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Female,Strongly disagree,No impact,British Columbia,OCT
Somewhat,Somewhat,Extremely,Somewhat,Somewhat,Very,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Female,Not working at a job or business,No impact,Quebec,OCT
Somewhat,Very,Very,Very,Very,Extremely,Very,Very,Very,Very,Very,Not at all,Female,Not working at a job or business,Minor impact,Ontario,OCT
Very,Very,Very,Very,Very,Very,Somewhat,Very,Very,Very,Very,Not at all,Male,Strongly agree,Moderate impact,Ontario,OCT
Somewhat,Somewhat,Very,Very,Very,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Not working at a job or business,Major impact,Nova Scotia,OCT
Somewhat,Somewhat,Very,Somewhat,Very,Very,Somewhat,Not at all,Somewhat,Not at all,Not at all,Not at all,Male,Strongly disagree,No impact,Alberta,OCT
Somewhat,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Extremely,Extremely,Very,Not at all,Female,Strongly disagree,No impact,Nova Scotia,OCT
Very,Very,Extremely,Very,Very,Extremely,Somewhat,Very,Somewhat,Very,Somewhat,Not at all,Male,Strongly disagree,Minor impact,Ontario,OCT
Very,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Female,Strongly agree,Major impact,New Brunswick,OCT
Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Female,Strongly disagree,No impact,Ontario,OCT
Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Not at all,Female,Agree,Moderate impact,Ontario,OCT
Somewhat,Somewhat,Very,Very,Very,Very,Very,Not at all,Not at all,Not at all,Not at all,Not at all,Female,Neither agree nor disagree,No impact,Quebec,OCT
Very,Very,Extremely,Extremely,Extremely,Very,Extremely,Very,Very,Extremely,Extremely,Not at all,Female,Not working at a job or business,Too soon to tell,Nunavut,OCT
Somewhat,Very,Extremely,Very,Somewhat,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Strongly disagree,Minor impact,Quebec,OCT
Very,Very,Extremely,Very,Not at all,Very,Somewhat,Somewhat,Somewhat,Extremely,Somewhat,Not at all,Male,Strongly disagree,No impact,Quebec,OCT
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Female,Not working at a job or business,Major impact,Quebec,OCT
Somewhat,Somewhat,Extremely,Very,Very,Extremely,Very,Extremely,Extremely,Extremely,Very,Not at all,Female,Neither agree nor disagree,Moderate impact,British Columbia,OCT
Very,Extremely,Very,Very,Very,Very,Somewhat,Somewhat,Very,Extremely,Somewhat,Not at all,Female,Strongly agree,Moderate impact,British Columbia,OCT
Somewhat,Not at all,Not at all,Somewhat,Somewhat,Very,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Not working at a job or business,No impact,Ontario,OCT
Somewhat,Extremely,Somewhat,Very,Somewhat,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Male,Agree,Major impact,Quebec,OCT
Very,Very,Very,Very,Very,Very,Very,Very,Very,Very,Very,Very,Female,Disagree,Moderate impact,New Brunswick,OCT
Extremely,Extremely,Extremely,Very,Very,Extremely,Somewhat,Not at all,Extremely,Somewhat,Extremely,Not at all,Female,Disagree,No impact,Ontario,OCT
Somewhat,Very,Very,Very,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Female,Agree,Moderate impact,Ontario,OCT
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Female,Strongly agree,Major impact,Quebec,OCT
Very,Very,Very,Very,Very,Extremely,Not at all,Not at all,Somewhat,Very,Very,Not at all,Female,Strongly agree,Major impact,Manitoba,OCT
Very,Extremely,Not at all,Very,Extremely,Extremely,Very,Very,Very,Extremely,Very,Very,Female,Disagree,Minor impact,British Columbia,OCT
Not at all,Not at all,Not at all,Extremely,Extremely,Extremely,Not at all,Very,Very,Very,Somewhat,Not at all,Female,Strongly disagree,No impact,Ontario,OCT
Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Female,Neither agree nor disagree,Too soon to tell,Nova Scotia,OCT
Somewhat,Somewhat,Extremely,Very,Very,Extremely,Very,Not at all,Very,Somewhat,Somewhat,Not at all,Male,Strongly disagree,Moderate impact,Ontario,OCT
Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Very,Somewhat,Somewhat,Not at all,Somewhat,Female,Agree,No impact,Quebec,OCT
Somewhat,Very,Very,Very,Very,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Very,Female,Not working at a job or business,No impact,Quebec,OCT
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Female,Strongly agree,Major impact,Ontario,OCT
Somewhat,Somewhat,Not at all,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Disagree,Too soon to tell,Ontario,OCT
Extremely,Extremely,Extremely,Not at all,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,Extremely,Very,Male,Strongly agree,Major impact,Ontario,OCT
Somewhat,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Not at all,Female,Strongly disagree,No impact,British Columbia,OCT
Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Female,Agree,Major impact,Ontario,OCT
Somewhat,Extremely,Extremely,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Disagree,No impact,Ontario,OCT
Very,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Very,Extremely,Extremely,Somewhat,Male,Disagree,Moderate impact,Alberta,OCT
Very,Extremely,Extremely,Very,Very,Extremely,Very,Very,Very,Very,Very,Very,Female,Strongly agree,Major impact,Quebec,OCT
Very,Very,Extremely,Very,Very,Extremely,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Female,Disagree,No impact,Ontario,OCT
Somewhat,Somewhat,Extremely,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Very,Not at all,Female,Disagree,Too soon to tell,Nova Scotia,OCT
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Not at all,Not at all,Not at all,Somewhat,Not at all,Female,Strongly disagree,No impact,Ontario,APRIL
Somewhat,Very,Extremely,Somewhat,Very,Very,Not at all,Somewhat,Somewhat,Very,Somewhat,Not at all,Female,Disagree,No impact,Ontario,APRIL
Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Male,Agree,Moderate impact,British Columbia,APRIL
Somewhat,Very,Extremely,Somewhat,Somewhat,Very,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Male,Strongly disagree,Minor impact,Alberta,APRIL
Somewhat,Extremely,Extremely,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Very,Very,Female,Strongly agree,Major impact,Ontario,APRIL
Extremely,Extremely,Extremely,Extremely,Very,Extremely,Very,Very,Very,Very,Somewhat,Not at all,Female,Neither agree nor disagree,Major impact,Quebec,APRIL
Somewhat,Very,Extremely,Very,Very,Somewhat,Not at all,Very,Very,Very,Very,Not at all,Female,Not working at a job or business,No impact,Ontario,APRIL
Extremely,Extremely,Extremely,Extremely,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Female,Agree,Major impact,Ontario,APRIL
Very,Very,Very,Very,Very,Extremely,Very,Very,Extremely,Very,Very,Not at all,Male,Not working at a job or business,No impact,Ontario,JULY
Somewhat,Very,Very,Somewhat,Somewhat,Extremely,Somewhat,Very,Very,Very,Extremely,Extremely,Female,Strongly disagree,Minor impact,Ontario,JULY
Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Very,Not at all,Very,Very,Not at all,Not at all,Female,Not working at a job or business,Too soon to tell,Quebec,JULY
Extremely,Extremely,Extremely,Very,Very,Extremely,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Female,Not working at a job or business,Too soon to tell,Ontario,JULY
Somewhat,Very,Very,Very,Very,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Female,Strongly disagree,No impact,Ontario,JULY
Somewhat,Extremely,Extremely,Very,Very,Extremely,Very,Very,Extremely,Extremely,Very,Not at all,Female,Strongly disagree,No impact,Ontario,JULY
Very,Very,Extremely,Very,Very,Extremely,Very,Not at all,Somewhat,Somewhat,Not at all,Not at all,Female,Strongly disagree,No impact,Ontario,JULY
Somewhat,Extremely,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Very,Somewhat,Somewhat,Not at all,Female,Strongly disagree,No impact,Ontario,JULY
Somewhat,Somewhat,Very,Very,Extremely,Extremely,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Agree,Minor impact,Ontario,JULY
Extremely,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Extremely,Very,Very,Somewhat,Not at all,Male,Disagree,Minor impact,British Columbia,JULY
Somewhat,Somewhat,Very,Very,Somewhat,Very,Somewhat,Very,Not at all,Not at all,Somewhat,Not at all,Female,Agree,Moderate impact,Ontario,JULY
Very,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Somewhat,Very,Very,Extremely,Not at all,Female,Not working at a job or business,Minor impact,British Columbia,JULY
Extremely,Very,Extremely,Extremely,Extremely,Extremely,Very,Very,Very,Very,Extremely,Not at all,Female,Strongly disagree,No impact,Nova Scotia,JULY
Somewhat,Somewhat,Very,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Strongly disagree,No impact,Ontario,JULY
Somewhat,Extremely,Very,Very,Very,Very,Somewhat,Somewhat,Very,Very,Very,Somewhat,Female,Agree,Major impact,New Brunswick,JULY
Very,Not at all,Not at all,Very,Very,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Not working at a job or business,Major impact,Ontario,JULY
Not at all,Not at all,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Male,Disagree,Too soon to tell,Ontario,JULY
Somewhat,Very,Extremely,Extremely,Extremely,Very,Somewhat,Very,Very,Extremely,Very,Somewhat,Male,Neither agree nor disagree,Moderate impact,Manitoba,JULY
Somewhat,Very,Extremely,Very,Very,Extremely,Extremely,Very,Extremely,Extremely,Very,Somewhat,Female,Strongly agree,Moderate impact,Ontario,JULY
Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Very,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Female,Strongly disagree,Minor impact,Nova Scotia,JULY
Somewhat,Very,Extremely,Very,Very,Extremely,Very,Very,Very,Very,Very,Somewhat,Female,Strongly agree,Moderate impact,Manitoba,JULY
Very,Very,Extremely,Somewhat,Somewhat,Extremely,Somewhat,Somewhat,Very,Very,Very,Not at all,Female,Disagree,No impact,Ontario,JULY
Somewhat,Somewhat,Extremely,Very,Very,Somewhat,Not at all,Somewhat,Somewhat,Very,Not at all,Not at all,Male,Not working at a job or business,No impact,Ontario,JULY
Very,Extremely,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Not at all,Somewhat,Not at all,Female,Strongly disagree,No impact,Ontario,AUG
Somewhat,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Extremely,Extremely,Very,Not at all,Not at all,Female,Strongly agree,Major impact,Manitoba,AUG
Very,Very,Extremely,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Female,Disagree,Too soon to tell,Alberta,AUG
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Very,Very,Very,Very,Not at all,Female,Agree,Moderate impact,Newfoundland and Labrador,AUG
Somewhat,Very,Very,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Male,Not working at a job or business,No impact,Ontario,AUG
Very,Very,Somewhat,Very,Somewhat,Extremely,Extremely,Very,Somewhat,Very,Somewhat,Not at all,Female,Strongly disagree,No impact,Nova Scotia,AUG
Very,Very,Extremely,Very,Very,Extremely,Somewhat,Very,Very,Very,Very,Not at all,Female,Not working at a job or business,No impact,Ontario,AUG
Somewhat,Very,Extremely,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Very,Very,Not at all,Female,Strongly disagree,No impact,Ontario,AUG
Somewhat,Somewhat,Extremely,Somewhat,Somewhat,Very,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Male,Agree,Major impact,Ontario,AUG
Very,Very,Extremely,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Not working at a job or business,Too soon to tell,Ontario,AUG
Somewhat,Somewhat,Extremely,Somewhat,Very,Very,Somewhat,Very,Very,Very,Very,Extremely,Male,Disagree,No impact,British Columbia,AUG
Somewhat,Not at all,Extremely,Very,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Somewhat,Not at all,Female,Strongly agree,Major impact,Ontario,AUG
Extremely,Extremely,Somewhat,Extremely,Extremely,Extremely,Somewhat,Not at all,Not at all,Not at all,Somewhat,Not at all,Female,Agree,Minor impact,Ontario,AUG
Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Male,Strongly agree,Major impact,Ontario,AUG
Extremely,Extremely,Extremely,Very,Very,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Not at all,Female,Not working at a job or business,Too soon to tell,Quebec,SEPT
Somewhat,Somewhat,Very,Very,Extremely,Extremely,Somewhat,Not at all,Very,Somewhat,Not at all,Not at all,Female,Strongly disagree,No impact,Ontario,SEPT
Somewhat,Extremely,Extremely,Very,Very,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Not working at a job or business,No impact,Alberta,SEPT
Somewhat,Very,Extremely,Very,Very,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Female,Disagree,Too soon to tell,Nunavut,SEPT
Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Disagree,Minor impact,Nunavut,SEPT
Very,Very,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Very,Somewhat,Extremely,Not at all,Female,Disagree,Too soon to tell,Quebec,SEPT
Very,Very,Very,Very,Extremely,Very,Somewhat,Very,Very,Very,Very,Somewhat,Male,Not working at a job or business,Major impact,Quebec,SEPT
Not at all,Somewhat,Extremely,Very,Somewhat,Very,Somewhat,Somewhat,Extremely,Very,Extremely,Somewhat,Female,Strongly disagree,No impact,Ontario,SEPT
Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Somewhat,Not at all,Somewhat,Not at all,Female,Not working at a job or business,No impact,Ontario,SEPT
Somewhat,Very,Extremely,Very,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Somewhat,Not at all,Not at all,Male,Disagree,Moderate impact,Quebec,SEPT
Not at all,Not at all,Extremely,Very,Very,Very,Not at all,Not at all,Somewhat,Somewhat,Not at all,Not at all,Female,Strongly disagree,No impact,Ontario,SEPT
Somewhat,Somewhat,Very,Very,Somewhat,Extremely,Very,Somewhat,Not at all,Not at all,Not at all,Not at all,Male,Disagree,No impact,Ontario,SEPT
Somewhat,Somewhat,Very,Very,Extremely,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Disagree,Minor impact,Saskatchewan,SEPT
Somewhat,Somewhat,Very,Somewhat,Very,Very,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat,Female,Strongly disagree,No impact,British Columbia,SEPT
Very,Somewhat,Very,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Extremely,Not at all,Not at all,Female,Strongly agree,Major impact,Saskatchewan,SEPT
